F_id,f63,f189,f77,f162,f176,f88,f228,f214,f200,f201,f215,f229,f177,f89,f163,f188,f76,f62,f74,f60,f48,f149,f175,f161,f203,f217,f216,f202,f160,f174,f148,f49,f61,f75,f59,f71,f65,f170,f164,f158,f206,f212,f213,f207,f159,f165,f171,f64,f70,f58,f8,f198,f66,f72,f167,f99,f173,f211,f205,f239,f238,f204,f210,f172,f166,f98,f73,f199,f67,f9,f14,f28,f129,f101,f115,f303,f317,f288,f277,f263,f262,f276,f289,f316,f302,f114,f100,f128,f29,f15,f17,f116,f102,f314,f300,f248,f260,f274,f275,f261,f249,f301,f315,f103,f117,f16,f12,f113,f107,f311,f305,f265,f271,f259,f258,f270,f264,f304,f310,f106,f112,f13,f39,f11,f104,f110,f138,f306,f312,f299,f272,f266,f267,f273,f298,f313,f307,f139,f111,f105,f10,f38,f21,f35,f108,f120,f134,f295,f281,f256,f242,f243,f257,f280,f294,f135,f121,f109,f34,f20,f36,f22,f137,f123,f309,f282,f296,f269,f241,f255,f254,f240,f268,f297,f283,f320,f308,f122,f136,f23,f37,f33,f27,f132,f126,f318,f287,f293,f244,f250,f278,f279,f251,f245,f292,f286,f319,f127,f133,f26,f32,f18,f24,f30,f125,f131,f119,f290,f284,f253,f247,f246,f252,f285,f291,f118,f130,f124,f31,f25,f19,f42,f4,f56,f180,f194,f81,f95,f143,f157,f209,f235,f221,f220,f234,f208,f156,f142,f94,f80,f195,f181,f5,f57,f43,f55,f7,f41,f69,f197,f183,f96,f168,f82,f154,f140,f222,f236,f237,f223,f141,f155,f83,f97,f169,f182,f68,f196,f40,f54,f6,f192,f78,f186,f2,f50,f44,f151,f145,f93,f87,f179,f227,f233,f232,f226,f86,f178,f92,f144,f150,f45,f3,f51,f79,f187,f193,f185,f191,f47,f53,f1,f146,f152,f84,f90,f230,f224,f218,f219,f225,f231,f91,f85,f153,f147,f52,f46,f190,f184
f204,20,20,28,18,30,24,20,6,30,12,20,28,36,24,14,26,24,30,32,14,24,24,34,32,8,18,30,14,34,26,26,36,24,26,18,38,22,28,20,22,14,14,30,14,28,38,16,22,34,26,34,28,22,36,24,34,32,12,28,28,18,0,12,30,26,32,34,32,26,42,32,30,28,26,20,20,30,18,26,22,16,20,10,34,16,24,28,28,24,24,30,20,30,24,24,24,30,26,20,8,12,14,26,18,16,30,32,34,30,22,34,24,20,30,20,32,18,22,22,34,20,28,36,34,20,24,30,30,26,30,16,16,10,22,20,30,16,38,34,24,40,42,28,34,36,30,34,18,22,12,12,34,20,8,22,16,26,30,34,26,34,34,30,32,14,16,12,28,14,8,8,26,32,8,22,18,16,30,18,40,34,36,24,34,36,14,32,14,10,18,14,28,22,24,20,26,16,38,42,36,30,30,30,28,28,32,20,26,22,18,18,18,34,26,14,34,36,28,34,42,34,22,30,16,30,16,28,36,34,22,18,36,14,16,16,12,30,32,34,28,22,30,36,24,22,16,32,24,34,22,40,34,24,28,26,30,18,20,18,28,26,24,32,32,20,30,30,20,32,18,34,32,26,34,30,36,16,34,22,38,28,22,30,16,10,24,34,32,24,18,36,22,30,22,34,28,18,32,34,26,18,32,24,32,20,28,26,24,14,16,8,8,40,22,32,26,18,36,22,30
f210,14,22,26,14,28,26,28,12,30,18,14,26,32,24,8,20,18,28,28,16,18,20,32,36,12,20,34,22,26,26,32,32,16,22,12,32,12,32,12,16,22,8,30,18,28,30,14,14,30,22,36,20,14,28,20,36,22,14,24,26,26,12,0,34,22,32,28,30,20,38,26,26,22,20,26,16,30,10,22,20,20,28,6,32,24,18,30,30,24,24,30,14,24,30,30,28,28,24,22,6,18,10,34,10,16,24,28,34,28,22,34,30,10,24,24,36,28,30,22,36,24,26,36,26,16,18,30,32,22,34,20,22,18,20,16,30,22,34,30,16,42,44,24,32,38,28,38,24,28,16,10,32,18,14,30,8,28,32,32,20,32,30,32,30,10,8,14,32,12,4,4,26,28,16,32,18,20,30,12,36,32,34,18,34,34,12,24,20,22,22,22,30,16,16,24,20,22,34,38,30,26,30,24,22,30,28,20,22,30,22,20,22,30,26,16,34,38,26,32,34,30,18,28,10,32,12,20,36,28,18,20,30,20,18,24,14,30,32,28,26,16,28,38,20,16,8,34,16,32,20,36,34,20,24,20,30,12,16,26,28,28,20,34,34,14,28,26,18,32,14,36,32,22,36,30,32,10,34,14,40,24,16,24,20,12,28,32,28,22,8,36,12,28,16,32,26,18,34,34,20,14,34,22,28,22,24,32,20,18,22,8,12,40,18,30,26,14,30,18,28
f172,36,28,32,32,20,28,24,30,24,30,28,14,20,30,32,26,32,26,32,28,30,30,16,30,28,32,14,26,38,38,12,24,26,30,34,34,28,6,30,28,28,34,38,34,14,22,36,28,26,34,16,26,30,34,28,28,30,28,16,22,30,30,34,0,26,30,34,30,26,28,42,34,24,24,24,32,24,36,30,32,34,28,34,18,40,32,32,28,38,34,28,30,24,20,8,30,16,16,36,30,32,32,32,30,28,42,40,28,22,30,16,22,36,12,20,20,26,20,34,16,34,28,32,38,34,32,24,18,28,24,30,26,28,34,32,28,34,22,24,30,26,28,38,32,16,34,24,34,24,32,38,20,26,34,24,32,16,26,32,32,32,30,24,10,32,34,28,6,30,32,32,10,40,32,24,34,24,12,34,32,34,34,28,28,26,36,40,30,32,36,26,26,34,38,26,26,26,28,30,40,36,28,32,34,28,38,24,28,30,28,28,30,14,20,28,22,24,42,32,32,38,34,18,34,26,34,42,28,24,30,30,24,32,28,38,30,30,12,36,26,36,22,18,38,32,34,16,30,20,28,20,30,34,32,34,30,30,38,28,18,32,28,32,34,36,30,30,30,34,34,34,14,32,20,16,20,38,18,30,32,30,32,34,26,36,14,38,18,26,36,18,30,16,30,30,24,30,14,18,24,34,16,26,22,30,32,10,22,22,28,30,28,26,32,24,36,34,20,30,22
f166,22,20,24,30,20,22,24,28,24,24,26,24,26,32,24,24,26,22,24,24,24,24,18,28,26,34,24,26,24,36,30,16,32,26,20,24,28,24,24,20,28,26,32,26,12,22,22,28,24,28,18,14,32,22,26,32,24,26,28,26,30,26,22,26,0,26,30,24,26,36,38,26,28,22,28,26,36,16,16,26,24,26,20,32,28,24,30,26,32,30,28,28,24,32,30,30,24,28,32,22,24,24,30,26,26,24,38,30,14,18,20,26,22,26,28,20,26,26,18,20,38,32,32,26,26,20,22,26,32,24,26,28,26,32,32,34,24,28,22,22,36,36,32,26,26,34,30,26,28,28,20,34,26,26,30,24,24,30,26,28,26,18,18,18,16,18,34,28,24,26,26,26,24,24,32,24,26,16,24,34,26,30,20,32,24,26,26,24,28,22,30,26,16,28,26,30,24,32,38,34,24,24,20,22,22,40,22,30,30,22,24,24,32,32,26,20,30,30,24,32,38,20,16,24,18,20,26,32,18,24,30,18,20,30,24,24,28,20,26,28,20,14,24,26,22,20,24,24,16,24,22,30,28,32,22,36,30,26,28,24,38,36,34,32,22,28,24,24,38,22,26,22,26,26,22,22,18,20,26,40,28,30,30,30,24,26,38,24,26,18,26,24,18,28,24,22,30,30,16,24,22,30,28,20,24,30,24,30,34,22,26,22,38,26,20,20,24,22,20,26
f98,24,22,28,30,30,22,36,30,24,36,30,32,28,24,36,22,28,22,18,32,28,34,28,30,32,32,18,34,28,26,30,22,32,26,34,24,34,32,28,32,34,30,30,32,30,28,34,32,22,30,22,36,30,16,26,6,32,30,32,36,30,32,32,30,26,0,22,22,30,30,26,28,36,24,26,36,30,30,36,32,32,36,36,22,30,26,10,22,24,24,18,28,24,28,34,32,28,32,26,30,36,32,32,34,32,24,34,20,30,38,28,22,26,28,34,24,34,24,38,26,28,22,30,30,34,24,22,34,32,24,36,36,36,30,28,26,38,26,22,34,32,28,24,24,28,32,26,32,32,32,30,24,30,36,32,30,40,26,24,30,24,22,24,28,34,30,34,28,30,32,32,34,30,36,30,36,42,32,26,32,22,30,22,24,18,36,22,32,34,36,36,14,26,28,30,26,34,24,30,30,22,20,24,22,20,30,40,38,32,36,32,40,30,38,36,20,30,30,22,28,34,26,24,30,26,28,30,20,22,28,34,22,38,30,28,36,18,32,10,22,34,30,30,32,32,28,30,26,20,40,22,22,30,28,26,26,28,36,32,32,32,32,16,12,38,26,28,42,32,32,28,32,26,22,28,26,36,18,34,30,26,34,30,30,36,32,28,32,26,32,26,26,26,32,12,28,36,28,26,30,32,26,38,24,28,24,30,26,30,40,30,32,30,26,20,24,34,26,24,28
f73,24,26,16,20,34,20,34,32,22,38,18,32,32,14,32,24,14,20,10,30,18,28,34,34,38,20,34,40,24,32,34,28,26,10,20,16,26,34,26,30,38,30,30,40,36,28,40,22,26,16,28,36,24,10,24,26,14,32,26,36,30,34,28,34,30,22,0,28,18,20,28,18,26,22,18,24,30,32,28,18,38,34,32,28,32,14,28,34,28,32,36,26,20,30,34,34,32,28,28,32,40,32,34,24,24,22,30,28,32,34,32,36,30,28,34,30,32,36,30,30,24,32,32,16,24,22,38,36,20,20,40,38,40,18,22,32,34,26,30,28,22,26,22,22,32,20,24,36,32,36,28,28,22,36,36,26,32,30,22,12,22,22,38,32,34,30,32,32,38,28,28,30,30,40,34,24,38,36,22,32,20,30,20,24,32,34,32,40,36,34,40,24,32,20,40,24,40,30,26,30,18,34,28,20,36,34,28,28,32,38,34,38,30,26,40,28,28,26,22,22,28,24,36,22,38,24,18,28,26,26,22,24,38,32,38,42,34,32,20,8,26,42,28,20,20,24,26,22,32,40,30,22,18,18,22,24,24,30,38,34,38,26,26,30,32,28,14,38,32,22,34,32,10,30,28,30,32,34,22,26,12,32,32,34,36,36,28,34,14,32,32,22,34,20,10,38,34,36,32,20,22,28,32,36,20,12,32,14,28,40,34,38,32,16,36,18,26,30,24,32
f199,28,28,36,38,26,24,30,30,22,28,30,36,28,34,34,26,28,26,28,32,34,34,24,16,28,36,22,30,24,22,34,22,32,32,30,30,38,30,28,30,30,30,22,30,26,22,34,32,26,28,20,32,36,28,26,22,40,30,28,36,24,32,30,30,24,22,28,0,32,32,24,26,34,32,28,32,26,28,36,34,38,26,32,32,30,28,24,12,22,18,18,28,30,30,30,32,30,34,22,28,26,32,30,38,30,26,26,28,26,26,30,34,24,32,24,30,32,36,36,24,38,20,24,32,36,28,16,40,30,34,34,30,28,30,32,14,36,26,20,38,22,30,22,28,28,36,22,28,26,32,34,30,32,32,32,26,34,16,28,36,28,18,18,30,28,30,34,28,32,32,32,38,28,30,32,36,34,28,30,24,30,24,28,34,14,38,24,26,28,36,30,20,26,28,28,28,28,12,26,20,32,18,18,22,18,24,38,30,22,32,26,30,34,34,28,16,30,28,30,32,26,34,14,30,16,32,26,28,16,36,32,18,34,30,30,32,16,30,24,30,34,22,26,28,30,28,24,36,24,34,22,32,30,24,36,30,28,34,30,32,28,34,18,16,32,34,34,28,28,34,10,32,34,24,22,24,32,18,34,30,30,38,30,28,34,32,22,32,30,30,26,30,16,30,26,12,36,34,20,36,34,26,44,12,24,30,30,36,34,32,30,30,30,28,26,26,32,24,28,20
f67,12,16,20,16,26,18,28,28,18,28,12,22,28,10,20,10,16,10,24,22,8,12,30,32,28,16,34,30,24,38,24,20,14,18,10,30,14,24,14,22,28,24,30,34,28,22,28,10,18,16,20,28,12,28,22,34,18,24,22,28,30,26,20,26,26,30,18,32,0,20,32,18,16,10,22,12,32,22,26,12,30,30,20,32,34,22,34,36,30,34,34,18,14,28,26,34,24,24,30,24,30,22,36,12,14,34,34,28,28,26,26,28,20,24,30,28,32,28,28,24,20,28,40,28,14,18,36,32,16,24,26,30,28,14,22,34,30,20,28,14,24,38,24,34,24,12,26,36,30,32,20,28,16,30,36,14,24,26,34,18,34,18,34,24,22,18,20,22,28,22,22,22,34,32,30,20,30,28,18,32,34,44,16,38,30,22,26,30,30,32,28,26,20,18,30,18,28,32,36,30,32,34,24,22,36,38,18,26,34,32,32,32,28,26,30,28,26,26,36,22,32,12,32,16,36,18,32,32,18,14,20,22,30,24,36,30,36,26,34,12,20,36,26,20,8,20,16,16,24,34,28,36,16,28,24,36,16,14,32,24,46,18,28,34,22,18,14,28,36,12,36,28,14,30,18,30,20,28,12,34,12,16,30,30,30,26,34,22,16,22,30,14,30,12,26,34,24,32,24,4,12,24,16,32,18,12,26,14,20,32,26,28,36,20,34,30,10,30,10,30
f9,32,30,22,30,32,32,38,40,24,42,26,32,30,26,38,28,26,26,22,32,22,26,30,22,44,28,34,42,22,36,28,30,24,22,28,20,26,30,28,30,40,38,34,42,32,28,42,24,26,20,26,32,24,26,24,28,20,34,32,38,34,42,38,28,36,30,20,32,20,0,24,20,28,24,26,28,28,40,36,26,42,36,40,30,42,28,34,34,30,38,38,26,22,32,32,36,32,30,30,40,44,34,32,30,30,22,26,28,32,34,28,32,34,30,32,32,34,38,38,28,30,34,24,18,26,30,36,36,26,22,40,42,44,26,28,30,44,24,32,30,12,18,22,22,24,14,26,38,28,44,38,28,26,48,34,30,30,26,22,22,22,28,34,28,40,36,38,28,42,40,40,28,36,46,30,32,36,32,30,20,20,30,26,24,30,38,24,44,42,42,42,32,32,26,40,26,42,24,26,26,22,36,34,26,36,30,32,34,30,38,40,42,28,30,44,30,16,26,22,14,24,28,34,28,34,34,26,30,28,32,32,26,44,38,44,44,38,30,30,18,36,38,24,24,26,32,24,26,28,40,26,22,24,24,34,26,30,30,36,34,32,30,36,32,36,18,20,38,26,28,30,30,20,26,24,30,38,30,30,20,24,30,30,38,48,34,28,30,22,38,30,28,32,22,22,38,40,28,30,20,28,24,26,32,26,22,32,22,32,40,40,44,22,28,34,24,28,32,30,34
f14,28,32,30,26,40,30,32,30,26,32,28,34,34,30,32,26,28,34,32,34,28,34,32,22,32,30,36,36,26,12,40,34,30,30,30,28,28,42,28,28,36,28,28,32,34,38,30,30,32,26,34,34,30,28,26,24,30,32,36,38,30,32,26,42,38,26,28,24,32,24,0,30,30,32,30,34,34,30,36,30,34,32,32,38,32,26,24,26,24,18,28,28,30,36,40,38,36,36,18,32,34,26,36,30,30,16,10,32,34,36,38,30,26,32,32,40,38,36,36,36,34,18,20,18,28,34,36,40,30,36,32,42,38,28,24,16,34,34,34,38,24,24,16,28,40,26,30,34,32,30,26,34,32,34,34,28,38,32,28,24,28,32,34,36,30,30,32,40,32,28,28,36,34,34,38,26,34,36,26,18,24,20,26,30,34,30,26,38,36,36,40,28,30,22,32,26,34,22,22,16,26,26,28,30,30,8,40,36,32,38,34,34,36,30,36,36,30,22,26,28,10,34,36,24,34,26,16,26,32,30,34,32,36,38,30,32,28,40,22,30,28,36,36,28,32,28,36,36,34,36,40,28,24,18,36,26,26,24,36,40,18,36,26,26,32,30,28,34,14,28,26,40,26,34,34,40,32,36,38,20,30,32,30,32,32,34,12,36,28,28,42,34,34,26,30,36,36,34,42,36,28,36,36,34,28,28,40,32,36,38,32,32,24,24,34,30,28,40,28,40
f28,24,32,18,22,30,22,30,32,28,32,18,34,30,20,24,28,20,18,18,24,20,14,34,32,32,20,34,32,12,32,30,28,20,22,16,24,24,32,18,22,34,24,24,36,32,26,30,18,24,10,28,26,24,22,22,30,20,26,34,36,32,30,26,34,26,28,18,26,18,20,30,0,30,22,24,20,30,24,32,16,32,30,28,28,34,26,32,32,18,36,30,20,22,34,36,34,30,34,22,28,36,28,28,24,20,24,30,24,28,26,32,32,24,30,30,32,26,34,24,30,24,34,34,22,16,18,30,32,18,22,32,30,32,16,26,28,30,20,28,24,30,32,18,28,28,20,20,28,28,30,26,28,22,32,28,22,36,28,28,22,28,22,26,34,30,22,22,32,32,26,26,32,30,34,30,24,36,34,22,24,28,32,16,30,32,24,18,34,28,28,28,32,24,22,34,20,36,32,32,26,26,30,22,14,32,32,32,26,30,28,32,28,30,30,30,30,30,18,30,16,30,20,28,22,30,26,28,28,26,26,24,24,28,32,34,34,30,32,30,20,28,32,30,12,20,28,26,20,34,28,28,28,20,22,24,34,18,22,32,30,40,26,28,28,22,20,16,28,32,20,30,32,18,30,22,32,24,28,22,32,18,28,28,32,32,42,28,28,20,24,28,24,28,18,20,34,34,36,30,14,20,26,26,30,20,18,36,24,30,28,28,32,30,24,32,20,16,30,28,36
f129,22,22,30,20,12,28,30,28,20,32,24,14,12,22,22,16,22,20,34,20,18,18,18,30,28,22,28,34,36,26,14,24,24,24,20,34,18,18,26,22,30,26,26,32,22,16,26,20,20,24,22,26,16,32,26,34,20,28,20,16,34,28,22,24,28,36,26,34,16,28,30,30,0,18,32,22,26,26,24,20,28,34,20,28,34,26,28,30,42,26,28,28,20,28,24,34,16,18,36,28,32,26,38,12,26,40,26,28,18,22,14,24,26,16,34,22,34,24,22,18,26,26,30,34,18,28,28,18,28,30,28,34,32,26,30,34,26,16,22,12,22,26,40,40,16,26,20,38,38,32,22,22,26,30,38,24,10,22,40,20,40,28,26,16,26,22,24,20,28,26,26,16,32,30,34,22,22,18,24,26,40,32,32,40,26,22,38,34,34,28,32,30,26,30,34,32,32,30,30,30,34,24,26,36,24,30,16,32,34,34,38,26,22,16,30,26,18,34,40,32,26,22,28,20,28,20,34,20,22,12,24,24,28,24,34,30,30,14,34,22,22,22,16,24,22,24,18,18,20,26,20,36,26,32,18,38,26,18,34,12,34,18,28,34,20,30,24,20,28,20,32,12,20,18,22,16,20,26,14,24,22,14,36,34,28,18,26,8,26,24,22,22,26,22,34,26,22,16,20,18,20,18,14,30,28,24,16,20,22,32,28,28,28,24,18,34,22,20,20,18
f101,16,16,24,18,26,20,30,28,22,28,16,22,26,14,20,6,14,14,28,20,8,16,26,28,28,18,32,30,24,34,24,20,16,22,18,32,16,22,14,20,28,24,30,36,24,22,28,14,16,20,20,28,16,26,18,28,18,24,24,28,32,26,20,24,22,24,22,32,10,24,32,22,18,0,24,14,28,22,24,16,24,36,20,28,34,20,26,32,30,30,26,18,4,26,26,32,24,24,32,24,32,22,36,12,16,30,36,26,26,30,24,24,22,22,32,28,30,26,26,24,20,26,40,28,16,18,30,30,22,24,28,32,28,18,20,34,30,20,26,18,28,38,26,36,22,16,28,34,32,32,18,28,18,30,32,14,26,26,36,22,36,20,32,24,22,18,22,24,30,22,22,20,36,32,30,20,30,26,16,28,34,40,18,38,26,22,24,32,30,26,30,26,20,18,30,22,30,30,42,28,30,28,24,24,30,38,24,28,36,30,30,34,24,28,30,28,26,24,34,24,34,14,26,16,34,16,28,30,18,16,20,18,30,28,36,30,28,24,28,16,20,34,24,22,12,18,20,14,22,32,26,34,18,32,20,38,16,20,28,24,44,20,28,30,24,20,20,30,38,14,34,24,18,26,18,28,18,24,18,36,14,20,32,30,30,26,32,22,20,22,30,12,24,14,24,32,28,30,24,8,14,24,20,28,18,16,26,18,20,32,26,28,40,18,28,28,14,24,12,30
f115,30,26,20,16,34,20,18,18,28,24,16,32,34,20,28,26,14,26,22,22,24,28,34,30,26,14,26,24,30,32,28,34,26,14,24,26,28,24,22,26,22,30,28,26,30,34,36,20,30,22,26,34,28,24,18,28,24,20,26,38,16,20,26,24,28,26,18,28,22,26,30,24,32,24,0,22,34,34,24,18,28,22,28,30,26,14,30,26,28,28,32,22,26,30,26,24,32,28,22,22,26,24,22,26,14,26,34,30,30,28,32,32,30,28,18,32,20,32,26,30,22,26,34,20,28,24,34,36,18,14,32,26,24,14,18,26,22,30,32,34,24,32,24,30,30,26,32,28,18,28,24,28,12,28,24,22,30,26,30,16,30,32,30,30,30,28,24,22,30,22,22,30,30,26,26,20,24,34,20,36,24,32,18,28,32,32,34,26,22,28,26,20,34,18,24,24,24,32,34,34,22,30,30,24,32,36,26,22,20,28,26,28,30,30,26,28,28,30,24,32,32,30,28,20,36,20,22,32,32,32,12,30,26,26,26,30,32,32,32,12,24,38,32,28,22,22,24,28,34,34,32,28,14,20,30,26,20,32,24,34,30,26,30,32,34,28,26,34,30,24,34,32,12,30,24,34,32,30,28,32,16,36,28,18,30,30,32,36,6,34,32,26,26,18,20,32,32,30,32,24,24,24,34,32,8,16,26,12,20,28,24,26,34,14,36,18,26,32,30,34
f303,16,22,24,16,32,22,28,24,26,22,14,30,34,16,16,16,12,20,30,18,14,14,38,30,22,12,42,24,22,34,30,28,16,20,10,36,16,32,14,22,24,16,24,30,32,26,24,12,20,16,30,26,16,32,22,38,24,22,26,30,28,20,16,32,26,36,24,32,12,28,34,20,22,14,22,0,30,20,24,12,24,28,14,32,26,18,34,30,24,30,34,14,18,26,28,30,34,28,26,20,24,22,30,14,14,32,30,30,32,22,36,34,20,32,28,34,26,32,24,34,18,32,38,28,14,16,34,34,18,30,22,24,22,10,16,34,24,26,30,18,32,42,24,38,30,16,32,28,28,22,18,30,14,22,32,14,26,26,38,22,38,24,34,34,20,16,18,32,22,18,18,28,32,24,28,16,28,36,18,32,36,38,20,42,32,16,22,24,22,24,24,30,18,12,30,20,26,34,42,26,34,36,24,18,36,34,20,22,32,28,28,26,30,28,24,32,30,22,36,26,30,18,34,14,32,18,28,36,24,20,14,26,24,26,30,24,32,32,36,20,18,34,34,16,10,18,26,22,32,28,32,40,16,30,22,38,16,16,28,30,40,18,32,34,18,18,22,24,34,14,32,32,18,34,24,34,14,36,14,38,16,18,26,24,22,32,32,28,18,18,34,16,32,12,32,28,26,38,28,12,14,30,20,32,16,16,34,22,22,28,20,24,42,18,38,28,12,30,18,30
f317,32,36,32,32,24,42,40,32,30,32,32,18,28,38,32,30,30,28,26,38,34,32,34,34,34,28,26,32,34,34,24,28,30,34,34,32,32,26,36,36,30,34,24,30,34,18,28,30,30,34,34,32,28,28,34,30,32,36,14,16,30,30,30,24,36,30,30,26,32,28,34,30,26,28,34,30,0,36,32,36,30,30,32,18,34,34,24,28,28,34,28,34,26,12,22,22,20,16,36,28,28,32,30,32,32,34,32,22,36,36,32,30,32,20,30,26,32,28,32,34,24,36,30,36,34,28,26,22,36,30,36,28,28,30,32,26,34,24,22,26,28,30,36,32,30,34,26,22,28,34,38,18,30,28,34,30,30,28,32,34,32,24,32,28,34,36,28,24,32,28,28,18,34,30,26,36,30,32,36,30,36,30,36,28,28,32,34,30,32,30,28,28,30,34,36,34,32,28,24,34,32,34,28,28,32,32,34,32,24,26,30,32,14,14,32,26,32,36,34,30,32,28,30,34,32,38,34,28,24,28,30,26,32,26,40,34,26,30,24,32,36,32,30,30,32,34,34,26,34,24,24,30,36,32,28,30,32,34,26,18,30,24,32,28,30,34,32,30,32,36,32,30,34,28,34,24,30,30,26,32,34,28,32,36,28,22,30,26,34,34,20,24,32,30,28,28,24,24,26,30,36,26,30,30,38,32,24,30,24,28,30,32,30,34,30,34,34,22,32,24
f288,14,22,30,22,30,22,24,22,30,18,20,28,30,24,8,20,22,26,32,16,20,20,28,36,14,26,32,20,24,28,34,26,16,26,16,32,14,34,12,14,24,10,26,20,24,30,10,16,32,22,34,12,18,30,22,36,26,16,28,28,28,18,10,36,16,30,32,28,22,40,30,24,26,22,34,20,36,0,20,24,20,26,10,32,24,24,32,30,26,24,28,14,26,34,32,30,28,30,26,14,18,12,34,14,20,26,34,30,22,18,28,26,6,28,24,26,30,26,20,28,24,26,40,32,18,20,26,30,26,34,12,20,20,26,22,32,22,34,30,18,46,48,24,32,36,26,38,26,32,14,12,32,24,16,28,12,30,34,32,26,32,24,28,30,6,8,18,34,12,14,14,30,26,18,32,18,24,26,14,38,34,38,22,34,30,10,20,18,22,20,20,30,16,20,18,20,20,32,38,30,30,26,26,24,26,32,22,22,32,24,16,18,32,32,16,36,44,26,34,32,34,18,24,14,28,14,26,34,24,18,26,26,20,22,18,12,28,30,32,32,14,22,36,20,16,12,30,18,28,18,32,38,24,30,22,32,14,16,28,30,32,22,32,32,10,30,26,14,40,16,32,32,26,34,28,30,10,28,18,44,28,16,22,24,14,28,34,28,30,4,32,14,26,20,34,24,18,36,32,24,16,38,22,24,26,28,36,28,28,24,14,14,44,24,26,26,14,28,16,28
f277,24,26,24,22,28,28,18,26,34,20,26,24,32,28,20,26,20,26,30,26,22,26,26,34,26,24,30,24,32,38,30,24,30,24,22,30,24,26,24,20,22,28,28,22,22,28,20,26,30,28,30,14,30,26,24,42,20,26,26,20,28,26,22,30,16,36,28,36,26,36,36,32,24,24,24,24,32,20,0,24,14,24,20,32,24,18,38,32,38,30,34,28,26,34,30,22,24,24,36,22,20,20,28,22,24,26,36,34,20,22,26,30,24,28,28,22,24,30,12,28,26,34,36,22,26,26,34,22,28,24,24,24,22,28,24,34,14,34,30,20,36,40,38,34,32,32,38,24,28,24,18,30,22,20,28,24,24,34,34,22,34,26,30,28,18,18,28,30,24,22,22,24,24,20,32,16,18,24,22,36,30,32,28,32,32,22,34,24,26,14,26,32,24,24,22,34,22,34,34,36,26,30,28,30,30,40,20,26,26,20,22,20,28,26,24,32,34,30,30,36,36,22,28,22,32,16,22,36,26,24,22,24,14,28,22,20,34,26,32,26,10,24,30,26,20,20,28,24,26,18,30,36,22,32,20,34,30,24,24,24,36,26,40,42,18,36,26,22,36,22,36,26,22,34,30,28,16,30,22,40,24,24,30,30,18,26,40,28,24,20,30,22,30,24,30,32,22,30,28,26,22,34,24,30,26,28,28,26,30,20,26,24,44,20,28,22,26,24,24,32
f263,18,20,18,12,32,16,24,22,26,28,10,32,32,12,20,18,12,20,26,14,14,14,34,28,26,10,40,26,24,32,28,28,18,16,12,30,20,30,14,18,24,20,22,32,30,28,28,14,24,10,26,28,20,28,14,34,18,22,30,36,30,22,20,32,26,32,18,34,12,26,30,16,20,16,18,12,36,24,24,0,26,32,18,32,26,16,34,28,26,30,30,18,18,32,28,30,34,32,24,24,32,24,32,14,14,26,30,26,26,20,32,26,24,32,28,32,26,30,20,28,18,28,40,24,10,20,32,32,14,24,28,26,26,12,16,34,20,24,32,22,28,36,22,36,26,18,30,32,34,26,14,30,14,26,30,16,26,22,36,16,36,30,30,32,24,16,16,30,26,20,20,30,36,30,36,14,24,32,14,30,34,38,16,38,30,18,26,28,24,22,26,32,18,16,30,16,28,38,42,28,32,30,24,24,30,34,22,26,34,30,30,26,32,32,28,30,28,20,36,28,30,20,32,16,34,14,24,34,28,20,12,28,24,30,28,30,32,30,34,12,18,34,30,14,10,18,22,22,32,32,30,34,16,22,24,34,16,14,28,30,36,20,26,32,18,24,20,24,36,8,30,28,12,32,18,32,18,34,18,36,10,22,30,24,26,32,28,28,12,22,32,22,30,12,26,30,30,34,28,12,8,26,24,32,12,10,32,14,24,32,24,26,38,16,34,26,10,30,20,32
f262,24,24,28,20,26,28,18,18,36,12,30,28,30,28,20,28,28,32,34,22,24,22,30,36,18,22,32,16,32,28,28,32,30,32,26,38,24,30,26,26,14,26,28,14,28,32,12,28,30,32,34,24,28,32,28,34,28,22,34,20,24,16,20,34,24,32,38,38,30,42,34,32,28,24,28,24,30,20,14,26,0,22,16,36,18,30,26,34,30,30,26,30,28,30,32,14,28,30,28,18,14,18,22,20,24,30,38,32,28,24,30,26,26,32,30,30,18,22,14,34,22,32,38,32,24,24,32,24,26,24,16,18,12,26,26,36,8,36,32,20,42,40,40,34,32,34,36,18,28,18,14,36,26,10,20,24,28,34,34,30,34,34,30,30,16,18,22,36,20,20,20,28,30,10,24,18,16,30,24,38,30,30,28,32,32,18,30,18,16,6,16,32,22,28,18,36,16,38,42,34,28,28,30,30,28,38,22,28,24,14,18,16,32,30,16,34,36,28,30,34,40,22,30,24,32,16,32,30,34,26,20,32,8,20,16,14,28,28,30,36,16,26,32,28,24,22,36,20,30,16,34,32,28,36,20,34,30,20,14,24,32,26,34,32,18,32,30,20,34,22,36,26,30,32,36,32,14,32,24,38,32,20,32,22,10,26,40,30,32,18,36,24,32,26,34,32,16,28,30,26,22,36,20,32,28,32,28,32,20,12,20,12,38,28,28,24,24,30,26,32
